10
10
50

255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;carre;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,214,165,200;carre;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;carre;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;carre;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;carre;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;carre;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide | 255,255,255,200;vide;vide
