10
10
50

255,214,165,200;rond;vert | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,203,186,200;carre;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;carre;violet
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;triangle;vide | 255,203,186,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;triangle;marron | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;croix;rouge | 255,235,206,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;croix;vide
255,214,165,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;croix;vide | 255,203,186,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide
255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;carre;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;rond;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide
255,235,206,200;vide;vide | 255,235,206,200;rond;vide | 255,235,206,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;croix;vide | 196,217,255,200;vide;vide | 196,217,255,200;triangle;vide
255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;carre;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;rond;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide
204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide
204,236,197,200;vide;vide | 204,236,197,200;triangle;vide | 204,236,197,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;rond;vide | 215,196,255,200;vide;vide | 215,196,255,200;croix;vide
204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;triangle;vide | 255,203,186,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide

