10
10
50

255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;rond;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;triangle;vert
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;croix;vide | 255,214,165,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;triangle;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;triangle;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide | 255,179,186,200;rond;vide | 255,179,186,200;vide;vide | 255,179,186,200;vide;vide
186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;croix;vide | 186,240,230,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide
186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide
186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;rond;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;rond;vide | 186,225,255,200;vide;vide
186,240,230,200;triangle;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide

