10
10
50

255,214,165,200;carre;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;rond;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;carre;violet
255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide
255,214,165,200;vide;vide | 255,214,165,200;triangle;vide | 255,214,165,200;vide;vide | 255,214,165,200;carre;vide | 255,214,165,200;vide;vide | 255,214,165,200;croix;rouge | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide | 255,214,165,200;vide;vide
186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide
186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;croix;vide | 186,240,230,200;vide;vide | 186,240,230,200;triangle;vide | 186,240,230,200;vide;vide | 186,240,230,200;rond;vide
186,240,230,200;vide;vide | 186,240,230,200;triangle;marron | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide | 186,240,230,200;vide;vide
255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 255,248,204,200;croix;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;triangle;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
255,248,204,200;vide;vide | 255,248,204,200;rond;vide | 255,248,204,200;vide;vide | 255,248,204,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;rond;vide

