10
10
50

186,225,255,200;vide;vide | 186,225,255,200;carre;vert | 186,225,255,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;carre;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;croix;rouge
186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
186,225,255,200;rond;vide | 186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 223,178,240,200;vide;vide | 223,178,240,200;triangle;vide | 223,178,240,200;vide;vide | 223,178,240,200;vide;vide | 215,196,255,200;rond;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 204,236,197,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 196,217,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
186,225,255,200;triangle;vide | 186,225,255,200;vide;vide | 204,236,197,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 196,217,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;croix;vide | 215,196,255,200;vide;vide
186,225,255,200;vide;vide | 186,225,255,200;vide;vide | 204,236,197,200;vide;vide | 255,235,206,200;rond;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 196,217,255,200;carre;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
204,236,197,200;vide;vide | 204,236,197,200;carre;vide | 204,236,197,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 215,196,255,200;vide;vide | 215,196,255,200;vide;vide
204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,203,186,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,235,206,200;vide;vide | 255,203,186,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;rond;vide | 196,217,255,200;vide;vide
204,236,197,200;vide;vide | 204,236,197,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;carre;vide | 255,203,186,200;vide;vide | 255,203,186,200;croix;vide | 255,203,186,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide | 196,217,255,200;vide;vide
204,236,197,200;triangle;vide | 204,236,197,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 255,203,186,200;vide;vide | 196,217,255,200;triangle;vide | 196,217,255,200;vide;vide | 196,217,255,200;croix;vide
